year,ISO_code,countries,region,hf_score,hf_rank,hf_quartile,pf_rol_procedural,pf_rol_civil,pf_rol_criminal,pf_rol,pf_ss_homicide,pf_ss_disappearances_disap,pf_ss_disappearances_violent,pf_ss_disappearances_organized,pf_ss_disappearances_fatalities,pf_ss_disappearances_injuries,pf_ss_disappearances,pf_ss_women_fgm,pf_ss_women_inheritance_widows,pf_ss_women_inheritance_daughters,pf_ss_women_inheritance,pf_ss_women,pf_ss,pf_movement_domestic,pf_movement_foreign,pf_movement_women,pf_movement,pf_religion_estop_establish,pf_religion_estop_operate,pf_religion_estop,pf_religion_harassment,pf_religion_restrictions,pf_religion,pf_association_association,pf_association_assembly,pf_association_political_establish,pf_association_political_operate,pf_association_political,pf_association_prof_establish,pf_association_prof_operate,pf_association_prof,pf_association_sport_establish,pf_association_sport_operate,pf_association_sport,pf_association,pf_expression_killed,pf_expression_jailed,pf_expression_influence,pf_expression_control,pf_expression_cable,pf_expression_newspapers,pf_expression_internet,pf_expression,pf_identity_legal,pf_identity_sex_male,pf_identity_sex_female,pf_identity_sex,pf_identity_divorce,pf_identity,pf_score,pf_rank,ef_government_consumption,ef_government_transfers,ef_government_enterprises,ef_government_tax_income,ef_government_tax_payroll,ef_government_tax,ef_government_soa,ef_government,ef_legal_judicial,ef_legal_courts,ef_legal_protection,ef_legal_military,ef_legal_integrity,ef_legal_enforcement,ef_legal_restrictions,ef_legal_police,ef_legal_crime,ef_legal_gender,ef_legal,ef_money_growth,ef_money_sd,ef_money_inflation,ef_money_currency,ef_money,ef_trade_tariffs_revenue,ef_trade_tariffs_mean,ef_trade_tariffs_sd,ef_trade_tariffs,ef_trade_regulatory_nontariff,ef_trade_regulatory_compliance,ef_trade_regulatory,ef_trade_black,ef_trade_movement_foreign,ef_trade_movement_capital,ef_trade_movement_visit,ef_trade_movement,ef_trade,ef_regulation_credit_ownership,ef_regulation_credit_private,ef_regulation_credit_interest,ef_regulation_credit,ef_regulation_labor_minwage,ef_regulation_labor_firing,ef_regulation_labor_bargain,ef_regulation_labor_hours,ef_regulation_labor_dismissal,ef_regulation_labor_conscription,ef_regulation_labor,ef_regulation_business_adm,ef_regulation_business_bureaucracy,ef_regulation_business_start,ef_regulation_business_bribes,ef_regulation_business_licensing,ef_regulation_business_compliance,ef_regulation_business,ef_regulation,ef_score,ef_rank
2013,LKA,Sri Lanka,South Asia,6.31,121,4,4.1,4.1,4.9,4.3,8.8,5,10,5,10,9.8,8,10,5,5,5,7.5,8.1,5,5,10,6.7,7.5,5,6.3,7.6,6.2,6.7,7.5,7.5,7.5,10,8.8,7.5,5,6.3,7.5,5,6.3,7.3,10,10,2.3,1.8,10,7.5,7.5,7,-,0,0,0,0,0,5.86,133,8.7,9.4,7,9,8,8.5,5,7.7,4.4,4.9,5.5,3.3,4.2,3.6,7.4,4.4,6.3,0.9,4.7,9.7,9.5,8.6,5,8.2,7.3,8,3.8,6.4,5.1,8,6.6,10,6.7,0,0,2.2,6.3,5,8,10,7.7,10,3.3,7.3,8,0,10,6.4,3.8,5.3,9.4,4,8.2,8.1,6.5,6.9,6.75,88
2013,SDN,Sudan,Sub-Saharan Africa,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.2,-,-,-,-,-,-,-,-,-,-,-,-,6.7,4.9,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2013,SUR,Suriname,Latin America & the Caribbean,7.17,62,2,-,-,-,5.1,7.9,10,10,-,10,10,10,10,5,5,5,7.5,8.5,10,10,-,10,-,-,-,6.7,3.7,5.2,-,-,-,-,-,-,-,-,-,-,-,-,10,10,7.3,6.8,-,-,-,8.5,-,10,10,10,10,10,7.6,57,0,8.6,10,5,5,5,4.7,5.7,4.7,3.2,3.8,5,5,2.7,3.5,5.7,5.5,1,4.3,9.8,8.1,9.6,10,9.4,8.4,7.9,6.1,7.5,6.6,7.1,6.8,10,4.7,0,7.3,4,7.1,8,9,10,9,10,3.3,6.7,10,7,10,7.8,3.7,1.3,6.2,3.7,7.3,7.8,5,7.3,6.73,91
2013,SWE,Sweden,Western Europe,8.46,14,1,9.6,7.8,7.8,8.4,9.6,10,10,10,10,10,10,10,10,10,10,10,9.9,10,10,10,10,10,10,10,9.1,7.5,8.9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9.3,9,10,10,10,9.8,-,10,10,10,7.5,8.8,9.31,5,1.2,4.4,7,2,0,1,7.7,4.3,7.8,6.8,7.8,9.2,10,6.1,8.3,7.8,6.9,1,7.9,9.4,9.8,10,10,9.8,9.6,8.9,6.2,8.3,5.9,9,7.5,10,6.8,3.1,7.7,5.9,7.9,10,9.6,10,9.9,6.7,4.1,4.3,6,10,10,6.9,5.1,7.6,9.4,7.7,9,8.6,7.9,8.2,7.61,28
2013,CHE,Switzerland,Western Europe,8.73,3,1,-,-,-,7.9,9.7,10,10,10,10,10,10,10,10,5,7.5,8.8,9.5,10,10,10,10,10,10,10,8.5,7.2,8.5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8.7,9.3,10,10,10,9.7,-,10,10,10,10,10,9.17,12,6.4,6.1,10,8,6,7,9,7.7,8.5,7.1,8.7,10,8.3,6.1,9.6,8.7,7.7,1,8.3,8.9,10,10,10,9.7,9.9,8.6,0,6.2,5.1,9,7,10,6.7,3.1,7.7,5.8,7.3,8,10,10,9.3,10,7.8,7.9,6,10,5,7.8,5.3,9.1,9.6,8.3,8.4,9.3,8.3,8.5,8.29,4
2013,SYR,Syria,Middle East & North Africa,3.88,157,4,-,-,-,3.1,9.1,0,0,0,0,0,0,10,0,0,0,5,4.7,5,0,0,1.7,10,7.5,8.8,8.8,7.4,8.3,7.5,2.5,5,2.5,3.8,2.5,2.5,2.5,10,7.5,8.8,5,0,3.9,0.3,0.5,7.5,5,7.5,3.5,-,0,0,0,0,0,3.79,156,6.8,9,2,9,5,7,3.9,5.7,0,0,0,3.3,7.5,3.2,4.6,0,0,0.5,1.5,9.5,0,0,10,4.9,8.4,6.7,0.6,5.2,0,7.2,3.6,5.2,0,0.8,0,0.3,3.6,2,4.8,10,5.6,6.1,0,0,6,10,0,3.7,0,1.1,8.5,0,-,6.2,3.2,4.1,3.97,156
2013,TWN,Taiwan,East Asia,8.16,25,1,-,-,-,6.8,9.7,10,10,7.5,10,10,9.5,10,10,10,10,10,9.7,10,10,-,10,10,7.5,8.8,6.9,4.4,6.7,10,10,10,7.5,8.8,10,7.5,8.8,10,7.5,8.8,9.3,10,10,7,7.8,10,10,10,9.3,-,10,10,10,10,10,8.64,33,5.5,9.2,7,7,7,7,8.1,7.3,5.4,4.5,7.9,6.7,8.3,5.5,7.9,6.7,7.9,0.9,6.4,9.5,9.2,9.8,10,9.6,9.7,8.8,5,7.8,6.4,8.7,7.5,10,7.1,-,5.2,6.1,7.9,5,9,10,8,2.2,5.7,7.5,10,2.5,5,5.5,4.9,10,9.7,6.8,9.4,7.5,8,7.2,7.68,24
2013,TJK,Tajikistan,Caucasus & Central Asia,6.3,123,4,-,-,-,3.3,9.4,5,10,2.5,9.7,8,7,10,5,5,5,7.5,8,10,10,10,10,-,-,-,9.6,9.5,9.5,-,-,-,-,-,-,-,-,-,-,-,-,10,10,1.7,2.5,-,-,-,6,-,0,0,0,7.5,3.8,6.48,105,8.8,9.1,0,10,7,8.5,2.3,5.7,4.3,4.5,4.8,3.3,-,5.7,8.1,4.8,5.7,0.8,4.5,9.8,8.2,9,5,8,9.2,8.4,7.8,8.5,4.5,0.6,2.6,10,4.1,3.1,1,2.7,5.9,8,9.4,8,8.5,5.6,5.2,6.3,4,8.1,0,4.9,5.1,2.7,8.5,4.3,7.2,7.7,5.9,6.4,6.12,124
2013,TZA,Tanzania,Sub-Saharan Africa,6.7,94,3,4.2,4.8,4.5,4.5,7.1,10,10,7.5,10,10,9.5,8.5,0,0,0,4.3,6.9,10,10,5,8.3,10,7.5,8.8,8.7,5.8,7.8,5,5,2.5,7.5,5,2.5,5,3.8,10,7.5,8.8,5.5,9.3,10,4,4.5,7.5,7.5,10,7.5,-,10,10,10,7.5,8.8,6.65,98,6.1,10,7,8,3,5.5,6.2,7,3.7,4.2,4.2,6.7,8.3,5.7,7.3,4.1,5.2,0.9,5.3,8.3,9.3,8.4,5,7.7,8.6,7.4,5.2,7.1,4.9,7,5.9,10,5.3,0,10,5.1,7,8,7.2,10,8.4,4.4,4.8,6,10,8.3,5,6.4,4.3,2.4,8.9,3.2,7.6,8,5.7,6.8,6.76,87
2013,THA,Thailand,South Asia,6.69,96,3,5.1,3.9,5.1,4.7,8.3,10,9.1,5,8.8,8,8.2,10,5,5,5,7.5,8,5,10,10,8.3,7.5,7.5,7.5,7.1,7.2,7.3,7.5,7.5,10,7.5,8.8,7.5,7.5,7.5,7.5,7.5,7.5,7.8,10,9.9,3,3.3,7.5,7.5,5,6.6,-,10,10,10,2.5,6.3,6.79,90,4.6,9.1,7,8,8,8,6.4,7,4.7,4.3,5.2,3.3,4.2,6.2,7.9,3.7,5.4,0.9,4.6,9.2,9.5,9.6,0,7.1,9.6,7.7,3.5,6.9,5.8,8.2,7,10,6.4,1.5,6.1,4.7,7.1,8,9.9,10,9.3,5.6,5.7,5.5,10,1.4,0,4.7,3.8,10,9.1,4.2,9.1,7,7.2,7.1,6.58,102
2013,TLS,Timor-Leste,South Asia,6.45,113,3,-,-,-,3.4,8.4,10,10,7.5,10,10,9.5,10,5,5,5,7.5,8.5,10,10,0,6.7,-,-,-,7.8,5,6.4,-,-,-,-,-,-,-,-,-,-,-,-,10,10,6.3,7.3,-,-,-,8.4,-,10,10,10,5,7.5,6.58,101,0,8.2,0,10,10,10,5.6,4.7,3.9,3.2,3,5.3,-,0,-,4.3,4.7,1,3.5,9.2,7.7,7.8,10,8.7,9.4,9.5,10,9.6,5.3,6.2,5.8,-,4.9,8.5,-,6.7,7.4,-,10,9,9.5,3.3,4,5.8,8,10,10,6.9,3.5,4,9.3,3.4,7.5,6.9,5.8,7.4,6.33,114
2013,TGO,Togo,Sub-Saharan Africa,6.2,125,4,-,-,-,3.7,6.4,10,10,7.5,10,10,9.5,9.6,5,5,5,7.3,7.7,5,10,10,8.3,7.5,7.5,7.5,9.9,7.9,8.4,5,5,5,5,5,7.5,5,6.3,7.5,7.5,7.5,5.8,10,10,3.3,3.8,7.5,7.5,7.5,7.1,-,0,0,0,5,2.5,6.07,124,7,8.4,4,7,-,7,6.9,6.7,-,3.8,7.99,0,5,3.1,1.9,6.95,8.2,0.9,4.4,9.3,9.2,9.6,0,7,7.5,7.6,7.3,7.5,6.25,6.3,6.3,10,7.16,0.8,1.7,3.2,6.7,8,10,10,9.3,1.7,5.2,7.49,8,7,0,4.9,5.5,1.6,8.6,6.6,8.2,7,6.2,6.8,6.33,114
2013,TTO,Trinidad and Tobago,Latin America & the Caribbean,6.75,87,3,-,-,-,4.9,0,10,10,7.5,10,9.3,9.4,10,5,5,5,7.5,5.6,10,10,10,10,-,-,-,9.8,9,9.4,-,-,-,-,-,-,-,-,-,-,-,-,10,10,8,7.3,-,-,-,8.8,-,0,0,0,10,5,6.79,91,6.3,8.4,0,9,5,7,5.6,5.5,6,3.8,5.2,8.3,3.3,3,6.2,3.5,2.1,1,4.5,8.7,5.1,9,10,8.2,9,7.9,5.8,7.6,6.7,8.4,7.5,10,5.9,6.2,10,7.4,8.1,5,9,9,7.7,10,4.6,6.1,10,5.1,10,7.6,4.1,6.7,9.6,3.6,6.8,7.6,6.4,7.2,6.71,92
2013,TUN,Tunisia,Middle East & North Africa,6.21,124,4,4.5,5.4,4.5,4.8,8.8,10,10,2.5,9.2,9.5,8.2,10,0,0,0,5,7.3,10,10,5,8.3,2.5,5,3.8,7.8,4.7,5.4,7.5,5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,5,6.3,6.8,10,10,4,5.3,10,7.5,5,7.4,-,0,0,0,5,2.5,6.07,123,5.4,6.4,7,7,4,5.5,6.1,6.1,4.3,4.2,5,6.7,8.3,4.9,7.3,5.1,4.4,0.8,5,9,9.6,8.8,0,6.9,8.8,6.9,5.2,7,4.9,7.6,6.2,10,5.9,0.8,9.4,5.4,7.1,5,6,10,7,6.1,4.2,5.3,10,7.8,3,6.1,4.2,5.1,9.6,4.5,9.4,8.4,6.9,6.6,6.35,112
2013,TUR,Turkey,Middle East & North Africa,7.08,66,2,4.5,5.2,3.9,4.6,8.3,10,9.9,5,9.6,9.5,8.8,10,10,10,10,10,9,10,10,10,10,5,5,5,7.2,4.6,5.6,7.5,7.5,7.5,5,6.3,7.5,7.5,7.5,7.5,5,6.3,7,10,4.7,2.3,3.5,10,10,5,6.5,-,10,10,10,10,10,7.31,70,6.3,6,7,7,7,7,6.7,6.6,3.5,4.5,5.9,3.3,5.8,5.8,8.6,4.3,5.8,0.9,5.1,8.1,9.4,8.5,10,9,9.5,7.8,0.5,5.9,5.5,8.2,6.9,10,5.5,2.3,8.4,5.4,7,5,8.9,10,8,5.6,4.9,7.2,8,2.5,1,4.9,4.1,6.7,9.6,5.2,8.2,7.5,6.9,6.6,6.86,83
2013,UGA,Uganda,Sub-Saharan Africa,6.51,107,3,2.3,4.8,3.6,3.6,5.9,10,9.1,5,10,10,8.8,9.9,5,5,5,7.5,7.4,5,5,5,5,7.5,5,6.3,8.3,7.2,7.2,5,5,5,5,5,7.5,5,6.3,10,7.5,8.8,6,10,10,3.7,4,10,7.5,7.5,7.5,-,0,0,0,7.5,3.8,5.7,137,8.9,10,10,5,3,4,6.7,7.9,3.3,4.2,4,3.3,5.8,4.9,8.3,4.5,4,0.9,4.5,8.5,6.6,8.9,10,8.5,8.5,7.4,5.2,7,5.7,5.9,5.8,10,6.7,8.5,10,8.4,7.8,10,7.5,9,8.8,10,6.5,8.6,8,10,10,8.9,4.6,3.6,8.3,2.9,8.4,7.7,5.9,7.9,7.32,48
2013,UKR,Ukraine,Eastern Europe,6.82,85,3,4.9,5.2,3.3,4.5,7.5,10,10,2.5,10,10,8.5,10,10,10,10,10,8.7,10,10,10,10,7.5,7.5,7.5,8.5,7.5,7.8,7.5,7.5,5,5,5,7.5,7.5,7.5,7.5,7.5,7.5,7,10,10,3.7,4,10,5,10,7.5,-,10,10,10,10,10,7.51,59,5.7,3.5,10,10,4,7,7.7,6.8,1.7,2.5,2.8,8.3,6.7,4.8,8.8,2.7,4.8,0.8,4.2,8.4,8,9.9,0,6.6,9.4,9.1,7.9,8.8,5.1,6,5.5,10,4.1,0,5.9,3.3,6.9,8,2.5,10,6.8,5.6,4.9,6.5,6,9.3,0,5.4,3.1,4.7,9.3,3.2,9.9,6.1,6,6.1,6.12,124
2013,ARE,United Arab Emirates,Middle East & North Africa,6.4,114,3,6.6,5.9,7.8,6.8,9.7,10,10,10,10,10,10,10,0,0,0,5,8.2,10,0,0,3.3,0,5,2.5,8.7,5.5,5.6,0,0,0,0,0,0,0,0,2.5,5,3.8,0.8,10,10,1.7,3,5,7.5,2.5,5.7,-,0,0,0,0,0,5.28,144,4.6,8.5,2,10,10,10,4.5,5.9,7.7,6.6,7.4,8.3,6.7,5.3,9.9,8.7,9.2,0.5,6,8.7,6,9.8,10,8.6,10,9.1,7.4,8.8,7.5,9.1,8.3,10,7.8,5.8,5.3,6.3,8.4,5,10,10,8.3,10,6.8,8.6,6,10,10,8.6,7,9.3,9.7,8.8,10,9.9,9.1,8.7,7.51,34
2013,GBR,United Kingdom,Western Europe,8.53,10,1,7.8,7.2,7.2,7.4,9.6,10,10,10,10,9.8,10,10,10,10,10,10,9.9,10,10,10,10,10,10,10,7.8,6.8,8.2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7.3,7.5,10,10,10,9.3,-,10,10,10,10,10,9.07,14,4.9,5.2,10,6,2,4,8.2,6.5,8.7,7.4,8.7,10,8.3,4.7,8.1,7.7,6.7,1,7.8,9.7,9.8,9.5,10,9.7,9.6,8.9,6.2,8.3,6.1,9.1,7.6,10,8,4.6,9.1,7.2,8.3,8,4.7,8,6.9,8.9,5.8,8.1,8,8.5,10,8.2,4.8,7.8,9.8,7.9,9.2,8.8,8,7.7,8,8
2013,USA,United States,North America,8.35,18,1,6.9,6.1,6.5,6.5,8.2,10,10,10,10,9.8,10,10,10,10,10,10,9.4,10,10,10,10,10,10,10,8.2,8.8,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,7.5,10,10,10,9.4,-,10,10,10,10,10,8.8,25,6.4,6.1,8,5,5,5,10,7.1,6.8,6.1,7.2,6.7,8.3,5.4,8.9,7.9,5.3,1,7,8.2,9.8,9.7,10,9.4,9.5,9.3,6.4,8.4,5.6,9.3,7.5,10,6.5,3.8,0.6,3.6,7.4,10,7.2,10,9.1,10,6.4,7.7,10,10,10,9,4,8,9.8,6.2,9.6,8,7.6,8.6,7.89,11
2013,URY,Uruguay,Latin America & the Caribbean,7.8,42,2,7.1,7,4.7,6.3,6.9,10,10,10,10,10,10,10,5,5,5,7.5,8.1,10,10,10,10,10,10,10,9.7,9.6,9.8,10,10,10,7.5,8.8,7.5,7.5,7.5,7.5,7.5,7.5,8.8,10,10,7.3,7.5,10,10,10,9.3,-,10,10,10,10,10,8.38,39,6.6,6,8,9,7,8,6,6.9,7.7,4.9,6.5,5.8,4.2,3.8,6.5,5.1,4.7,1,5.5,8.1,9.4,8.3,10,9,8.5,7.9,6.8,7.7,5.9,8,7,10,7.1,7.7,7.7,7.5,8.1,5,8.6,10,7.9,5.6,3.2,2.3,8,4.6,10,5.6,4,5.3,9.5,7.2,6.8,6.5,6.6,6.7,7.22,57
2013,VEN,Venezuela,Latin America & the Caribbean,4.84,154,4,2.5,3.3,1.6,2.5,0,10,10,5,10,10,9,10,10,10,10,10,6.3,10,10,10,10,10,7.5,8.8,9.2,7.9,8.6,10,10,10,10,10,7.5,5,6.3,10,5,7.5,8.8,10,10,1.3,2.5,10,10,7.5,7.3,-,10,10,10,10,10,6.67,96,7.1,5.8,0,7,5,6,3.2,4.4,0.2,0.6,0.9,0.8,1.7,3.2,8.2,1.2,1.5,1,2,2.8,3.8,1.9,0,2.1,8.4,7.3,6.8,7.5,4.3,0.5,2.4,0,2.2,0.8,7.2,3.4,3.3,5,4.3,5,4.8,2.2,0.7,4.5,4,-,0,2.3,1,0,6.1,2,5,1.1,2.6,3.2,3.01,157
2013,VNM,Vietnam,South Asia,6.13,129,4,6.2,4.2,4.7,5.1,9.4,5,10,10,10,10,9,10,5,5,5,7.5,8.6,0,5,5,3.3,2.5,2.5,2.5,7.7,7,5.7,2.5,2.5,0,7.5,3.8,2.5,2.5,2.5,7.5,2.5,5,3.3,10,8,0.3,1.8,7.5,5,2.5,5,-,10,10,10,10,10,6.16,117,9.2,-,4,7,5,6,6,6.3,4,3.9,4.3,5,6.7,5.7,8.7,4.4,5.9,0.8,4.9,8.8,7.5,8.7,0,6.2,9.1,8.1,5.4,7.6,5.4,7.1,6.3,10,5.7,0.8,0.8,2.4,6.6,-,8.3,10,9.1,7.8,4.9,6.9,10,2.5,0,5.3,3.5,5.1,8.9,3.6,9.1,0.2,5.1,6.5,6.11,127
2013,YEM,"Yemen, Rep.",Middle East & North Africa,4.74,155,4,-,-,-,3.4,7.3,5,2.4,2.5,1.9,2.9,2.9,6.2,0,0,0,3.1,4.5,5,0,0,1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,2,2.8,-,-,-,6.2,-,0,0,0,0,0,3.28,157,7.9,9,6,10,8,9,5.1,7.4,2.1,2.3,3.5,5.8,3.3,3.8,9,2.1,2.4,0.6,3.1,9.7,4.9,7.8,10,8.1,8.9,8.5,7.9,8.4,4.7,6,5.4,10,3.4,6.9,1,3.8,6.9,-,0,10,5,8.9,4.7,8.1,8,2.5,10,7,3.3,0,8,1.8,7.9,7.2,4.7,5.6,6.21,120
2013,ZMB,Zambia,Sub-Saharan Africa,6.66,100,3,3.9,4.7,3.5,4.1,7.7,10,10,7.5,10,10,9.5,9.9,5,5,5,7.5,8.2,0,10,5,5,7.5,7.5,7.5,9.1,6.7,7.7,7.5,7.5,7.5,7.5,7.5,5,7.5,6.3,10,10,10,7.8,10,10,4,4,7.5,7.5,7.5,7.2,-,0,10,5,5,5,6.34,108,6.2,10,4,7,4,5.5,6.7,6.5,4.5,4.8,6,8.3,6.7,3.5,4.7,5.1,6,1,5.5,7.9,8.5,8.6,10,8.8,9.1,7.4,5.7,7.4,5.8,2.6,4.2,10,7,9.2,10,8.7,7.6,5,6.6,10,7.2,6.7,5.9,6.8,8,0,10,6.2,4.8,3.6,9.5,4.4,7.5,8,6.3,6.6,6.98,75
2013,ZWE,Zimbabwe,Sub-Saharan Africa,5.48,140,4,2.2,4,3.6,3.3,7.3,5,10,5,9.6,10,7.9,10,5,5,5,7.5,7.6,0,5,10,5,2.5,5,3.8,9.6,7.6,7,5,5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,3.8,3.8,10,10,2,3.8,7.5,7.5,7.5,6.9,-,0,10,5,10,7.5,5.73,136,6.6,10,6,5,5,5,4,6.3,2.5,3.2,2.3,3.3,5,2.4,6.8,3.3,6.2,0.8,3.6,7.3,5.6,9.7,5,6.9,6.2,6.6,0.3,4.4,6.5,1.3,3.9,10,3.4,0,8.9,4.1,5.6,8,0,0,2.7,6.7,2,2.6,6,0,10,4.6,3.1,0.7,5.9,3.8,5,7.3,4.3,3.8,5.24,148
2012,ALB,Albania,Eastern Europe,7.44,55,2,5,4.9,3.6,4.5,7.8,10,10,10,10,10,10,10,10,5,7.5,8.8,8.9,5,10,5,6.7,10,7.5,8.8,10,9.2,9.3,10,10,10,7.5,8.8,10,5,7.5,10,7.5,8.8,9,10,10,5,5.8,10,10,10,8.7,-,10,10,10,7.5,8.8,7.58,57,8.1,7.6,8,10,7,8.5,8.2,8.1,2.2,3.2,3.1,8.3,4.2,4.3,5.7,4.5,5.4,1,4.5,9.4,9.8,9.6,10,9.7,9.6,9.2,8,9,5.1,7.4,6.3,10,5,4.6,0,3.2,7.1,10,6.2,10,8.7,5.6,5.7,5.5,8,6.3,10,6.8,4.8,6,9.6,3.4,-,6,6,7.2,7.31,48
2012,DZA,Algeria,Middle East & North Africa,5.06,148,4,-,-,-,4.1,9.4,5,7.7,5,9.7,9.4,7.4,10,5,5,5,7.5,8.1,5,5,0,3.3,2.5,5,3.8,7.6,3.7,5,5,2.5,2.5,5,3.8,2.5,5,3.8,2.5,5,3.8,3.8,10,10,3,4.3,10,7.5,7.5,7.5,-,0,0,0,2.5,1.3,5.12,144,0.4,7.8,2,7,2,4.5,2.6,3.5,3.7,2.8,3.7,5,5,4.4,6.5,4.6,5.1,0.7,3.9,9.2,5.6,8.2,5,7,8.5,6.3,5.8,6.9,4.1,7.1,5.6,7.2,3.7,0,1.1,1.6,5.3,0,9.9,10,6.6,5.6,2.8,5.7,6,7.8,1,4.8,2.5,1.3,9,2.7,6.9,4.9,4.6,5.3,5,148
2012,AGO,Angola,Sub-Saharan Africa,5.35,141,4,-,-,-,3.3,8.1,5,10,7.5,10,10,8.5,10,5,5,5,7.5,8,0,5,5,3.3,5,5,5,8.2,7.3,6.8,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,5,5,5,3,10,10,3.7,3,7.5,5,7.5,6.7,-,0,0,0,10,5,5.32,140,1.8,8.4,6,10,9,9.5,3.3,5.8,2.4,2.5,2.9,3.3,4.2,2.3,5.4,3.3,4,1,3.3,8.8,4.4,7.9,5,6.6,9.1,8.5,7.3,8.3,4.6,4.1,4.3,10,3.4,2.3,0,1.9,6.1,5,10,9,8,3.3,3.2,5.5,4,0.6,0,2.8,2.9,1.6,6.4,2.3,7.5,6.8,4.6,5.1,5.39,140
2012,ARG,Argentina,Latin America & the Caribbean,6.64,99,3,6.6,5.4,3.7,5.2,7,10,10,7.5,10,10,9.5,10,10,10,10,10,8.8,10,10,10,10,10,10,10,9.1,7.1,8.7,10,10,10,5,7.5,5,5,5,10,10,10,8.5,10,10,5.7,4.3,10,10,10,8.6,-,10,10,10,10,10,8.1,45,5.7,5.2,8,7,1,4,7,6,2.3,2.1,2.5,7.5,3.3,4.8,6.8,2.9,4.4,1,4,6.8,9.4,5.1,5,6.6,3.6,7.5,5.9,5.7,2.4,7.3,4.9,1.2,3.8,0.8,4.6,3.1,3.7,5,9.4,7,7.1,3.9,2.9,2.8,10,2.5,10,5.3,2.2,4.2,9,2.8,4.6,5.5,4.7,5.7,5.19,144
2012,ARM,Armenia,Caucasus & Central Asia,7.52,52,2,-,-,-,4.6,9.1,10,10,7.5,10,10,9.5,10,10,10,10,10,9.5,5,5,10,6.7,5,5,5,8.4,5.4,6.3,5,7.5,10,10,10,5,7.5,6.3,10,10,10,7.8,10,10,3.7,4.5,10,10,10,8.3,-,10,10,10,7.5,8.8,7.3,70,8.5,8,10,9,7,8,8.3,8.6,3.3,4.2,5.9,5.8,5,5,9.8,5.1,7.9,1,5.8,9.7,8.2,9.5,10,9.3,9,9.3,8.4,8.9,5.1,7.7,6.4,10,5.6,5.4,1.1,4,7.3,10,9.2,10,9.7,6.7,6.3,7.4,10,9,0,6.6,4.8,5.8,9.9,4.5,9.4,5.7,6.7,7.7,7.73,17
2012,AUS,Australia,Oceania,8.6,6,1,8.5,7.3,7.3,7.7,9.6,10,10,10,10,10,10,9.5,10,10,10,9.8,9.8,10,10,10,10,10,10,10,8.9,8.5,9.1,10,10,10,10,10,10,7.5,8.8,10,5,7.5,9.3,10,10,8.7,7.5,10,10,10,9.5,-,10,10,10,10,10,9.15,12,4.4,6.8,10,6,5,5.5,9.2,7.2,7.9,5.8,7.1,10,9.2,6.2,8.3,8.3,7.3,1,7.8,9,9.2,9.9,10,9.5,9.2,9.5,8.9,9.2,6.3,8.9,7.6,10,7.3,4.6,0.1,4,7.7,10,8.8,10,9.6,8.9,3.1,4.6,6,7.9,10,6.7,3,10,9.9,7.4,9.1,8.8,8,8.1,8.06,8
2012,AUT,Austria,Western Europe,8.49,12,1,9.1,7.5,8.1,8.2,9.6,10,10,10,10,10,10,9.5,10,10,10,9.8,9.8,10,10,10,10,10,10,10,8.4,6.2,8.2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7.3,8,10,10,10,9.3,-,10,10,10,10,10,9.26,7,4.2,3.3,10,4,3,3.5,7.6,5.7,6.8,6,8.1,10,10,6.4,8.1,8.2,8.3,1,8,8.9,9.8,9.5,10,9.5,9.6,8.9,6.1,8.2,6.3,8.9,7.6,10,6.4,3.1,6.4,5.3,7.8,8,9.1,10,9,10,3.9,2.3,8,10,3,6.2,3.9,8.9,9,7,7.7,8.1,7.4,7.5,7.72,18
2012,AZE,Azerbaijan,Caucasus & Central Asia,6.07,125,4,-,-,-,4,9.1,10,9.1,7.5,10,10,9.3,10,5,5,5,7.5,8.6,5,5,5,5,2.5,2.5,2.5,7.8,5.6,5.3,2.5,5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3,10,0.3,1,1.8,7.5,7.5,7.5,5.1,-,10,10,10,7.5,8.8,5.86,125,5.5,8.1,0,8,4,6,3.9,4.7,3.8,4.6,5,5.8,5.8,7.6,9.6,5.5,7.9,0.9,5.9,9.2,3.5,9.8,5,6.9,9.1,8.2,6.7,8,5.4,6.3,5.8,10,5.4,4.6,0,3.3,6.8,5,10,9,8,8.3,6.5,7.4,8,7.8,1,6.5,5.3,6,9.8,4.4,7,7.6,6.7,7.1,6.27,116
